,doc_id,text,triplets,rel_count,len,new_len,in_len,relations,rel_len
305,402,Israel and Lebanon sign ‘historic’ US-brokered maritime border deal. Israel and Lebanon Thursday separately signed a US-brokered maritime border deal which paves the way for lucrative offshore gas extraction by Israel and Lebanon.,<triplet> Israel <subj> Lebanon <obj> Engage In Diplomatic Cooperation <triplet> Israel <subj> Lebanon <obj> Engage In Diplomatic Cooperation <triplet> US-brokered <subj> Israel <obj> Consult <triplet> US-brokered <subj> Lebanon <obj> Consult <triplet> US-brokered <subj> Israel <obj> Consult <triplet> US-brokered <subj> Lebanon <obj> Consult,6,6,3,230,"['Engage In Diplomatic Cooperation', 'Engage In Diplomatic Cooperation', 'Consult', 'Consult', 'Consult', 'Consult']",6
306,403,"Ukrainian counter-offensive in Kherson: On the front line with an artillery unit. For an artillery unit, there is not a second to lose. Military intelligence has just located several targets with the help of drones hovering above, and Russian tanks and trenches are now in an artillery unit's line of sight. Kyiv has deployed thousands of soldiers to the Kherson region in hopes of reclaiming the Kherson region before the onset of winter. FRANCE 24's Jonathan Walsh, Amar al Hameedawi and Jean-Emile Jammine report from the front line.",<triplet> Ukrainian <subj> Kherson <obj> Fight <triplet> Military intelligence <subj> several targets <obj> Investigate <triplet> Kyiv <subj> Kherson region <obj> Exhibit Military Posture,3,3,3,536,"['Fight', 'Investigate', 'Exhibit Military Posture']",3
307,407,"Ukraine: UNESCO using satellites to track cultural damage. UNESCO is using satellite images in an effort to keep track of the destruction of Ukraine's cultural heritage following the Russian invasion. By comparing before-and-after images, analysts have already verified damage to some 207 sites, ranging from churches to museums, libraries and historic buildings.",<triplet> Russian <subj> Ukraine <obj> Fight <triplet> UNESCO <subj> Ukraine <obj> Investigate,2,2,2,363,"['Fight', 'Investigate']",2
308,408,"Is Ukraine really developing a dirty bomb? Be careful of Russian claims. Ukraine is apparently in the process of developing a so-called dirty bomb – a bomb containing radioactive elements – or, at least, that’s the narrative that Moscow has been peddling since October 23, 2022. The Russian Ministry of Defence posted Russian claims to Telegram and Twitter, along with illustrated documents meant to support Russian claims. But the images published in illustrated documents meant to support these claims are old and some of the images published in these documents were even taken in Moscow.",<triplet> Russian <subj> Ukraine <obj> Make Public Statement <triplet> Moscow <subj> Ukraine <obj> Make Public Statement,2,2,2,590,"['Make Public Statement', 'Make Public Statement']",2
309,409,"US to push for multinational Haiti intervention force in Canada talks. US Secretary of State Antony Blinken heads Thursday to Canada for talks expected to focus on Haiti, with an American official voicing hope for progress on setting up an intervention force to address Haiti's spiralling security and health crises.",<triplet> US <subj> Canada <obj> Consult <triplet> US Secretary of State Antony Blinken <subj> Canada <obj> Consult <triplet> American official <subj> Haiti <obj> Make Public Statement <triplet> US Secretary of State Antony Blinken <subj> Haiti <obj> Make Public Statement <triplet> US <subj> Haiti <obj> Express Intent to Cooperate,5,5,5,316,"['Consult', 'Consult', 'Make Public Statement', 'Make Public Statement', 'Express Intent to Cooperate']",5
310,411,"US blames Russia's Wagner Group for worsening security in Mali. Mali's security situation has become ""significantly worse"" due to the ruling junta's choices, including an alleged decision to partner with Russia's Wagner Group, a senior US official said Wednesday.",<triplet> US <subj> Russia's Wagner Group <obj> Disapprove <triplet> junta <subj> Russia's Wagner Group <obj> Engage In Material Cooperation <triplet> a senior US official <subj> Mali <obj> Make Public Statement <triplet> a senior US official <subj> Russia's Wagner Group <obj> Make Public Statement,4,4,4,263,"['Disapprove', 'Engage In Material Cooperation', 'Make Public Statement', 'Make Public Statement']",4
311,412,"Putin’s speech at Valdai club to be studied closely by West, US expert believes. US expert also called ""insightful"" Putin’s words about the ""cancel culture"" policy being pursued in the West which Putin’s said eradicated the West's own potential",<triplet> US expert <subj> Putin <obj> Make Public Statement <triplet> Putin <subj> the West <obj> Make Public Statement <triplet> Putin <subj> the West <obj> Make Public Statement <triplet> Putin <subj> Valdai club <obj> Consult <triplet> West <subj> Putin <obj> Investigate <triplet> US expert <subj> Putin <obj> Make Public Statement <triplet> US expert <subj> West <obj> Make Public Statement,7,7,5,244,"['Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Consult', 'Investigate', 'Make Public Statement', 'Make Public Statement']",7
313,414,"US to send additional military aid to Ukraine soon — White House official. The Associated Press news agency reported earlier in the day White House had approved another package of military aid to Ukraine, worth $275 million",<triplet> US <subj> Ukraine <obj> Provide Aid <triplet> White House official <subj> US <obj> Make Public Statement <triplet> White House official <subj> Ukraine <obj> Make Public Statement <triplet> The Associated Press news agency <subj> White House <obj> Make Public Statement <triplet> The Associated Press news agency <subj> Ukraine <obj> Make Public Statement <triplet> White House <subj> Ukraine <obj> Provide Aid,6,6,6,223,"['Provide Aid', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Provide Aid']",6
314,415,"US committed to arms control dialogue with Russia — diplomat. The Treaty between US and Russia on Measures for the Further Reduction and Limitation of Strategic Offensive Arms (the New START Treaty) was signed in 2010 and entered into force on February 5, 2011",<triplet> US <subj> Russia <obj> Express Intent to Cooperate <triplet> US <subj> Russia <obj> Engage In Diplomatic Cooperation,2,2,2,260,"['Express Intent to Cooperate', 'Engage In Diplomatic Cooperation']",2
316,417,"Russia, US looking at dates of meeting on resumption of New START inspections — diplomat. Bonnie Jenkins confirmed that Russia continued to observe the treaty and was notifying Washington regularly about that",<triplet> Bonnie Jenkins <subj> Russia <obj> Make Public Statement <triplet> Russia <subj> US <obj> Express Intent to Cooperate <triplet> Russia <subj> Washington <obj> Engage In Diplomatic Cooperation,3,3,3,208,"['Make Public Statement', 'Express Intent to Cooperate', 'Engage In Diplomatic Cooperation']",3
318,419,"Biden has no plans of meeting with Putin during G20 summit — Blinken. So if Russia actually wants to talk and is serious about it, Russia should be talking with the Ukrainian Government, US Secretary added",<triplet> US Secretary <subj> Russia <obj> Make Public Statement <triplet> US Secretary <subj> Ukrainian Government <obj> Make Public Statement <triplet> Biden <subj> Putin <obj> Disapprove <triplet> Biden <subj> G20 summit <obj> Consult <triplet> Putin <subj> G20 summit <obj> Consult,5,5,5,205,"['Make Public Statement', 'Make Public Statement', 'Disapprove', 'Consult', 'Consult']",5
319,420,"IAEA to continue searching for signs of undeclared nuclear activity in Ukraine — head. As soon as IAEA's verifications are completed, IAEA will assess the findings and report IAEA's conclusions in line with IAEA's standard safeguards practice, Rafael Grossi said",<triplet> Rafael Grossi <subj> IAEA <obj> Make Public Statement <triplet> IAEA <subj> Ukraine <obj> Investigate,2,2,2,262,"['Make Public Statement', 'Investigate']",2
320,421,"IAEA chief sees possible signs of North Korea’s preparations for nuclear test. ""We are following this very, very closely"", IAEA chief said",<triplet> IAEA chief <subj> North Korea <obj> Investigate <triplet> IAEA <subj> North Korea <obj> Make Public Statement <triplet> North Korea <subj> nuclear test <obj> Exhibit Military Posture,3,3,3,138,"['Investigate', 'Make Public Statement', 'Exhibit Military Posture']",3
321,422,"US to the formal announcement another military aid package to Kiev, worth $275 million — agency. According to the Associated Press, the formal announcement is expected within 24 hours",<triplet> US <subj> Kiev <obj> Provide Aid,1,1,1,183,['Provide Aid'],1
322,423,US ready to work with Russia on preparation of treaty to replace New START — Pentagon. New START — Pentagon is commonly referred to in US as the Treaty on Measures for the Further Reduction and Limitation of Strategic Offensive Arms,<triplet> US <subj> Russia <obj> Express Intent to Cooperate,1,1,1,232,['Express Intent to Cooperate'],1
323,425,"Republika Srpska to leave BiH if Dayton Agreement not observed — official. Earlier, about 50,000 people participated in a rally in Banja Luka dedicated to the protection of the will of the citizens of Republika Srpska expressed at the October 2 election","<triplet> Republika Srpska <subj> BiH <obj> Threaten <triplet> about 50,000 people <subj> Banja Luka <obj> Protest",2,2,2,253,"['Threaten', 'Protest']",2
324,426,Putin Rails Against ‘Western Elites’ in Speech Aimed at U.S. Conservatives. Putin's annual address at a foreign policy conference included a familiar litany of criticisms of the West.,<triplet> Putin <subj> foreign policy conference <obj> Consult <triplet> Putin <subj> the West <obj> Disapprove <triplet> Putin <subj> Western Elites <obj> Disapprove,3,3,3,183,"['Consult', 'Disapprove', 'Disapprove']",3
325,427,"Memorials for 2 Young Women Killed in Iran Galvanize Protests. For a second day in a row, tens of thousands of demonstrators protested across Iran against Iran's authoritarian clerical rule. The government response on Thursday was again deadly.",<triplet> Iran <subj> 2 Young Women <obj> Fight <triplet> Protests <subj> Iran <obj> Protest <triplet> tens of thousands of demonstrators <subj> Iran's authoritarian clerical rule <obj> Protest,3,3,3,244,"['Fight', 'Protest', 'Protest']",3
326,430,Why Russia Stole Potemkin’s Bones From Ukraine. Potemkin’s helped conquer Ukraine and looms large in the version of history the Kremlin uses to justify the war.,<triplet> Russia <subj> Ukraine <obj> Coerce <triplet> Potemkin <subj> Ukraine <obj> Fight,2,2,2,160,"['Coerce', 'Fight']",2
327,431,"With Economy Reeling From Ukraine War, Egypt Secures $3 Billion I.M.F. Loan. The local currency had tumbled against the dollar, and food and energy prices soared in the wake of Russia’s February invasion of Ukraine, adding to the struggles of millions of Egyptians.",<triplet> I.M.F. <subj> Egypt <obj> Engage In Material Cooperation <triplet> Russia <subj> Ukraine <obj> Fight,2,2,2,265,"['Engage In Material Cooperation', 'Fight']",2
328,432,"Israeli-Lebanese Maritime Deal Marks a Milestone, With Limitations. The U.S.-brokered deal has stirred fierce debate in Israel between some who view The U.S.-brokered deal as an achievement and others as a dangerous capitulation.",<triplet> Israeli <subj> Lebanese <obj> Engage In Material Cooperation <triplet> U.S.-brokered <subj> Israeli <obj> Consult <triplet> U.S.-brokered <subj> Lebanese <obj> Consult,3,3,3,229,"['Engage In Material Cooperation', 'Consult', 'Consult']",3
329,434,Europe’s Energy Crisis Is Sending Leaders to Africa for Help. Leaders say Leaders hope to take advantage of an abrupt change in a long-unequal relationship.,<triplet> Leaders <subj> Africa <obj> Consult <triplet> Leaders <subj> Leaders <obj> Make Public Statement,2,2,2,156,"['Consult', 'Make Public Statement']",2
330,437,"Putin Says Russia Is Battling ‘Strange’ Western Elites. Ahead of U.S. elections, Putin sounded like some right-wing Westerners, saying Putin's fight is not with those in the West who hold “traditional values.”",<triplet> Putin <subj> Russia <obj> Make Public Statement <triplet> Russia <subj> Western Elites <obj> Disapprove <triplet> Putin <subj> the West <obj> Make Public Statement,3,3,3,209,"['Make Public Statement', 'Disapprove', 'Make Public Statement']",3
331,438,"OSCE Election Observers Warn of Republican Election Deniers. Attempts by candidates to discredit the integrity of the vote have “snowballed enormously” since the 2020 election, the head of the observation mission said.",<triplet> OSCE Election Observers <subj> Republican Election Deniers <obj> Make Public Statement <triplet> candidates <subj> vote <obj> Disapprove <triplet> head of the observation mission <subj> candidates <obj> Make Public Statement,3,3,3,218,"['Make Public Statement', 'Disapprove', 'Make Public Statement']",3
332,441,"U.S. Program Aims to Keep Sensitive Weapons in Ukraine. Portable, lethal and high-tech munitions like Stinger and Javelin missiles are a focus of a monitoring program operating from the embassy in Kyiv.",<triplet> U.S. Program <subj> Ukraine <obj> Provide Aid,1,1,1,202,['Provide Aid'],1
333,442,"Somalia Asks U.S. to Step Up Drone Strikes Against Qaeda-Linked Fighters. A new administration in Somalia has launched an offensive against Al Shabab, which are also facing an uprising from local militias.",<triplet> Somalia <subj> U.S. <obj> Appeal <triplet> new administration in Somalia <subj> Al Shabab <obj> Fight <triplet> local militias <subj> Al Shabab <obj> Fight,3,3,3,205,"['Appeal', 'Fight', 'Fight']",3
334,443,"Pentagon’s Strategy Says China and Russia Pose Very Different Challenges. A new document describes the military’s response to a new era in broad terms and guides Pentagon’s policy and budget decisions, but A new document lacks details.",<triplet> Pentagon <subj> China <obj> Make Public Statement <triplet> Pentagon <subj> Russia <obj> Make Public Statement,2,2,2,235,"['Make Public Statement', 'Make Public Statement']",2
336,448,"U.S. Looks to Re-Evaluate Ties With Saudi Arabia Over Oil Production Cut. Saudi leaders decided earlier this month to join Russia in leading a cartel of oil producers to announce Oil Production Cut production by two million barrels a day, which could raise prices and help Russia.",<triplet> U.S. <subj> Saudi Arabia <obj> Make Public Statement <triplet> Saudi leaders <subj> Russia <obj> Engage In Material Cooperation,2,2,2,280,"['Make Public Statement', 'Engage In Material Cooperation']",2
338,451,"World faces a 2.8-degree warmer future by 2100 if countries continue with current 'action gap,' UN warns.  The world, especially richer carbon polluting nations, remains ""far behind"" and is not doing nearly enough — nor even promising to do enough — to reach any of the global goals limiting future warming, a UN report said.",<triplet> UN warns <subj> World <obj> Make Public Statement <triplet> UN warns <subj> countries <obj> Make Public Statement <triplet> UN report <subj> The world <obj> Make Public Statement <triplet> UN report <subj> richer carbon polluting nations <obj> Make Public Statement,4,4,4,325,"['Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement']",4
339,453,"Putin downplays nuclear threat in Ukraine as tens of thousands leave Kherson.  Ukrainian forces attacked Russia's hold on Kherson on Thursday while The battles also intensified in Ukraine's east. The battles came amid reports that Moscow-appointed authorities in Kherson have abandoned Kherson, joining tens of thousands of residents who fled to other Russia's-held areas.",<triplet> Russia's-held areas <subj> tens of thousands of residents <obj> Provide Aid <triplet> Putin <subj> Ukraine <obj> Make Public Statement <triplet> Ukrainian forces <subj> Russia <obj> Fight <triplet> Russia <subj> Ukraine's east <obj> Fight,4,4,4,372,"['Provide Aid', 'Make Public Statement', 'Fight', 'Fight']",4
340,454,"Elon Musk finalizes deal to his $44 billion US acquisition of Twitter Twitter, starts firing top execs.  Elon Musk completed Elon Musk's $44 billion US acquisition of Twitter late on Thursday and Elon Musk's first move was to fire Twitter's top leadership, which Elon Musk accused of misleading Elon Musk over the number of spam accounts on Twitter.",<triplet> Elon Musk <subj> Twitter <obj> Disapprove <triplet> Elon Musk <subj> Twitter's top leadership <obj> Reduce Relations <triplet> Twitter <subj> top execs <obj> Reduce Relations,3,3,3,349,"['Disapprove', 'Reduce Relations', 'Reduce Relations']",3
341,455,Russian lawmakers vet new bill restricting LGBTQ 'propaganda'.  Russian lawmakers gave preliminary approval Thursday to a bill that imposes tough new restrictions on activities to promote LGBTQ rights in the country.,<triplet> Russian lawmakers <subj> new bill <obj> Investigate <triplet> Russian lawmakers <subj> bill <obj> Engage In Diplomatic Cooperation,2,2,2,216,"['Investigate', 'Engage In Diplomatic Cooperation']",2
342,458,Kanye West kicked out of Skechers' headquarters after arriving unannounced.  Kanye West was escorted out of the California headquarters of Skechers' on Wednesday after showing up unannounced.,<triplet> Skechers' headquarters <subj> Kanye West <obj> Coerce <triplet> California headquarters of Skechers <subj> Kanye West <obj> Coerce,2,2,2,191,"['Coerce', 'Coerce']",2
343,460,Battle-lines drawn as ruling coalition ally presents bill to eliminate PASO primaries. Four lawmakers normally allied with the government make first legislative push to cancel next year’s PASO primaries; Opposition coalition vows to block move in Congress. Leer más,<triplet> ruling coalition ally <subj> PASO primaries <obj> Disapprove <triplet> Opposition coalition <subj> Congress <obj> Make Public Statement <triplet> Four lawmakers <subj> PASO primaries <obj> Disapprove <triplet> Four lawmakers <subj> the government <obj> Reduce Relations,4,4,4,265,"['Disapprove', 'Make Public Statement', 'Disapprove', 'Reduce Relations']",4
344,461,"‘Latin America can feed more people,’ declares top EU official. Foreign ministers from European Union and Latin American nations convene in Buenos Aires to strengthen multilateral ties. Leer más",<triplet> European Union <subj> Latin American nations <obj> Engage In Diplomatic Cooperation <triplet> top EU official <subj> Latin America <obj> Make Public Statement <triplet> European Union <subj> Buenos Aires <obj> Consult <triplet> Latin American nations <subj> Buenos Aires <obj> Consult,4,4,4,194,"['Engage In Diplomatic Cooperation', 'Make Public Statement', 'Consult', 'Consult']",4
345,471,AmCham Health Forum showcases opportunities for public-private collaboration. American Chamber of Commerce hosts event bringing together top government officials with private industry leaders to discuss areas of growth and development for Argentina’s healthcare system. Leer más,<triplet> American Chamber of Commerce <subj> top government officials <obj> Consult <triplet> American Chamber of Commerce <subj> private industry leaders <obj> Consult,2,2,2,278,"['Consult', 'Consult']",2
346,472,"U.K.’s Sunak criticized over plan to skip COP27. U.K.’s insisted U.K.’s Sunak was ""absolutely committed"" to supporting COP27, denying U.K.’s Sunak was downgrading the importance of tackling the climate crisis.",<triplet> U.K.’s Sunak <subj> COP27 <obj> Make Public Statement,1,1,1,209,['Make Public Statement'],1
347,473,"Pentagon’s strategy won’t rule out nuclear use against nonnuclear threats. China remains Washington's ""most consequential strategic competitor for coming decades,” Defense Secretary Lloyd Austin said in a letter presenting the new defense strategy.",<triplet> Defense Secretary Lloyd Austin <subj> China <obj> Make Public Statement <triplet> Defense Secretary Lloyd Austin <subj> Washington <obj> Make Public Statement,2,2,2,248,"['Make Public Statement', 'Make Public Statement']",2
348,474,"Tuberculosis firmly on the rise after years of decline. The WHO said conflicts around the world, the global energy crisis and associated risks to food security were likely to worsen the situation further.",<triplet> The WHO <subj> conflicts around the world <obj> Make Public Statement,1,1,1,204,['Make Public Statement'],1
350,477,"China ramps up lockdowns, Covid restrictions across China. Fresh lockdowns are being imposed from Wuhan, Covid's original epicenter, to China's industrial belt on the east coast. Schools and dining in at restaurants in the southern manufacturing powerhouse of Guangzhou have been suspended, while targeted shutdowns in the metropolises of Beijing and Shanghai continue.",<triplet> Wuhan <subj> China's industrial belt <obj> Coerce <triplet> southern manufacturing powerhouse of Guangzhou <subj> Schools <obj> Coerce <triplet> southern manufacturing powerhouse of Guangzhou <subj> restaurants <obj> Coerce,3,3,3,369,"['Coerce', 'Coerce', 'Coerce']",3
351,478,"Taiwan urges China to stop sabre-rattling and start talking. China should stop China's sabre-rattling against Taiwan and maintain peace and stability, the head of Taiwan's China-policy making Mainland Affairs Council said, as China ramped up political and military pressure on the island China claimed as China's own. China has stepped up military activities near Taiwan since August, following a visit to Taipei by US house speaker Nancy Pelosi.",<triplet> Taiwan <subj> China <obj> Appeal <triplet> the head of Taiwan's China-policy making Mainland Affairs Council <subj> China <obj> Make Public Statement <triplet> the head of Taiwan's China-policy making Mainland Affairs Council <subj> Taiwan <obj> Make Public Statement <triplet> China <subj> the island <obj> Exhibit Military Posture <triplet> China <subj> the island <obj> Fight <triplet> China <subj> Taiwan <obj> Exhibit Military Posture <triplet> US house speaker Nancy Pelosi <subj> Taipei <obj> Consult,7,7,7,446,"['Appeal', 'Make Public Statement', 'Make Public Statement', 'Exhibit Military Posture', 'Fight', 'Exhibit Military Posture', 'Consult']",7
352,479,"N Korea The launch, the latest in a series of weapons tests by North Korea in recent weeks ballistic missile toward sea, Seoul says. The launch, the latest in a series of weapons tests by N Korea in recent weeks, came on the final day of South Korea's annual 12-day ""Hoguk"" field exercises, which also involved an unspecified number of US troops this year.",<triplet> US troops <subj> South Korea <obj> Engage In Material Cooperation <triplet> N Korea <subj> South Korea <obj> Exhibit Military Posture <triplet> North Korea <subj> sea <obj> Exhibit Military Posture <triplet> Seoul <subj> North Korea <obj> Make Public Statement,4,4,4,356,"['Engage In Material Cooperation', 'Exhibit Military Posture', 'Exhibit Military Posture', 'Make Public Statement']",4
353,480,"West says no biological weapons in Ukraine, Russia disagrees. The US and The US's Western allies on Thursday dismissed Russia's claims that banned biological weapons activities are taking place in Ukraine with American support, calling Russia's claims that banned biological weapons activities are taking place in Ukraine with American support disinformation and fabrications. Russia's UN ambassador said Russia will pursue a UN investigation of Russia's allegations that both countries are violating the convention prohibiting the use of biological weapons.",<triplet> Russia <subj> both countries <obj> Investigate <triplet> West <subj> Ukraine <obj> Make Public Statement <triplet> Russia <subj> West <obj> Disapprove <triplet> The US <subj> Russia <obj> Make Public Statement <triplet> The US's Western allies <subj> Russia <obj> Make Public Statement <triplet> Russia <subj> Ukraine <obj> Make Public Statement <triplet> American <subj> Ukraine <obj> Engage In Material Cooperation <triplet> Russia's UN ambassador <subj> Russia <obj> Make Public Statement <triplet> Russia's UN ambassador <subj> UN investigation <obj> Make Public Statement,9,9,9,558,"['Investigate', 'Make Public Statement', 'Disapprove', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Engage In Material Cooperation', 'Make Public Statement', 'Make Public Statement']",9
354,481,"Five votes in four years: Israel's election addiction. The vote comes at a time talks to resolve the Israel's-Palestinian conflict have long since stalled and as violence has flared again in the occupied West Bank.  In November 2018, Netanyahu's government is left hanging by a thread after Netanyahu's's defence minister Avigdor Lieberman quits.",<triplet> Israel's <subj> Palestinian <obj> Fight <triplet> Netanyahu's's defence minister Avigdor Lieberman <subj> Netanyahu's government <obj> Reduce Relations,2,2,2,346,"['Fight', 'Reduce Relations']",2
355,483,"In a first, ISI chief attends presser to counter Imran's anti-army tirade. ISI chief, claimed that army chief Gen Qamar Javed Bajwa received ""a lucrative offer"" in March for an extended stint if army chief Gen Qamar Javed Bajwa helped the former PM beat the then opposition's no-confidence motion against army chief Gen Qamar Javed Bajwa. """,<triplet> ISI chief <subj> Imran <obj> Disapprove <triplet> ISI chief <subj> army chief Gen Qamar Javed Bajwa <obj> Make Public Statement <triplet> opposition <subj> army chief Gen Qamar Javed Bajwa <obj> Disapprove,3,3,3,340,"['Disapprove', 'Make Public Statement', 'Disapprove']",3
356,484,"Rishi Sunak faces backlash over Suella Braverman appointment. Suella Braverman was sacked from Truss’s government on October 19, saying in Suella Braverman's resignation letter Suella Braverman had sent a draft ministerial statement regarding the government policy on migration from Suella Braverman's personal email, which Suella Braverman said was due for imminent publication but accepted was “a technical infringement of the rules”.",<triplet> Rishi Sunak <subj> Suella Braverman <obj> Engage In Diplomatic Cooperation <triplet> Truss’s government <subj> Suella Braverman <obj> Reduce Relations,2,2,2,436,"['Engage In Diplomatic Cooperation', 'Reduce Relations']",2
357,485,"King Charles plans to sideline Harry, Andrew as royal stand-ins: Reports. King Charles on Thursday was reportedly planning to extend the pool of royals allowed to act for King Charles in King Charles's absence, effectively sidelining non-working royals Harry and the Duke of York.King Charles is expected to amend the ""Regency Act"" to add King Charles's brother Edward, the Earl of Wessex, and King Charles's sister Anne, the Princess Royal, The Daily Telegraph and the BBC reported, quoting sources.","<triplet> King Charles <subj> Harry <obj> Reduce Relations <triplet> King Charles <subj> Andrew <obj> Reduce Relations <triplet> King Charles <subj> Edward, the Earl of Wessex <obj> Engage In Diplomatic Cooperation <triplet> King Charles <subj> King Charles's sister Anne, the Princess Royal <obj> Engage In Diplomatic Cooperation <triplet> King Charles <subj> Harry <obj> Reduce Relations <triplet> King Charles <subj> the Duke of York <obj> Reduce Relations",6,6,5,500,"['Reduce Relations', 'Reduce Relations', 'Engage In Diplomatic Cooperation', 'Engage In Diplomatic Cooperation', 'Reduce Relations', 'Reduce Relations']",6
358,486,Putin claims West seeks global domination by using Ukraine. ,<triplet> Putin <subj> West <obj> Make Public Statement <triplet> Putin <subj> Ukraine <obj> Make Public Statement,2,2,2,60,"['Make Public Statement', 'Make Public Statement']",2
359,487,"Pentagon: Despite Russia's war, China still top threat to US. China remains the greatest security challenge for US despite Russia's's war in Ukraine, and the threat from China will determine how the US military is equipped and shaped for the future, according to a new Pentagon defense strategy.",<triplet> Pentagon <subj> Russia <obj> Make Public Statement <triplet> Pentagon <subj> China <obj> Make Public Statement <triplet> Pentagon <subj> US <obj> Make Public Statement <triplet> Russia <subj> Ukraine <obj> Fight,4,4,4,295,"['Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Fight']",4
360,488,"New British PM Sunak will not attend COP27 climate summit. New British PM Sunak will not attend COP27 climate summit, New British PM Sunak's office said on Thursday, with other senior ministers going instead to allow New British PM Sunak to focus on domestic issues and a major fiscal statement.",<triplet> New British PM Sunak <subj> COP27 climate summit <obj> Reduce Relations <triplet> New British PM Sunak <subj> COP27 climate summit <obj> Reduce Relations <triplet> New British PM Sunak's office <subj> New British PM Sunak <obj> Make Public Statement <triplet> New British PM Sunak's office <subj> COP27 climate summit <obj> Make Public Statement <triplet> other senior ministers <subj> COP27 climate summit <obj> Consult,5,5,4,295,"['Reduce Relations', 'Reduce Relations', 'Make Public Statement', 'Make Public Statement', 'Consult']",5
361,490,"Israel, Lebanon sign maritime border deal in rare diplomatic feat. Israeli and Lebanese leaders rare diplomatic feat a landmark US-brokered agreement on Israeli and Lebanese leaders's maritime boundary on Thursday, marking a diplomatic departure from decades of hostility and opening the way to offshore energy exploration. maritime border deal removes one source of potential conflict between Israel and Iranian-backed Lebanese group Hezbollah and could help alleviate Lebanon's economic crisis.",<triplet> Israel <subj> Lebanon <obj> Engage In Diplomatic Cooperation <triplet> Israeli <subj> Lebanese leaders <obj> Engage In Diplomatic Cooperation <triplet> US <subj> Israeli <obj> Consult <triplet> US <subj> Lebanese leaders <obj> Consult <triplet> Iranian <subj> Lebanese group Hezbollah <obj> Engage In Diplomatic Cooperation,5,5,5,496,"['Engage In Diplomatic Cooperation', 'Engage In Diplomatic Cooperation', 'Consult', 'Consult', 'Engage In Diplomatic Cooperation']",5
362,491,"Ukraine: Evacuations intensify in Kherson; power sites hit. Kherson governor Vladimir Saldo said more than 70,000 residents from Kherson had been moved. Ukraine has pushed ahead with an offensive to reclaim Kherson. Fighting has intensified around Kherson as well as in parts of the eastern Donetsk region.","<triplet> Kherson governor Vladimir Saldo <subj> 70,000 residents <obj> Make Public Statement <triplet> Kherson governor Vladimir Saldo <subj> Kherson <obj> Make Public Statement <triplet> Ukraine <subj> Kherson <obj> Fight <triplet> Ukraine <subj> the eastern Donetsk region <obj> Fight",4,4,4,306,"['Make Public Statement', 'Make Public Statement', 'Fight', 'Fight']",4
363,492,"When Blinken spoke about Bajrang Bali at the White House. Blinken highlighted the importance of religious freedom as a fundamental American value and informed that a 500-year-old stolen statue of Hanuman, a Hindu deity, was returned to the Indian government earlier this year. Blinken also stressed that the USA shows support for religious diversity through helping to preserve vital pieces of cultural heritage around the world.",<triplet> Blinken <subj> Bajrang Bali <obj> Make Public Statement <triplet> Blinken <subj> the White House <obj> Make Public Statement <triplet> Blinken <subj> American <obj> Make Public Statement <triplet> Blinken <subj> the Indian government <obj> Make Public Statement <triplet> Blinken <subj> the USA <obj> Make Public Statement,5,5,5,429,"['Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement']",5
364,493,"Europe's energy crisis raises firewood prices, theft fears. Europe's's energy crisis, triggered by Russia slashing natural gas flows amid Russia's war against Ukraine, has forced some people to turn to cheaper heating sources like firewood as the weather gets colder. But as more people stock up and burn wood, prices have skyrocketed, shortages and thefts have been reported, and scams are emerging.",<triplet> Russia <subj> Ukraine <obj> Fight,1,1,1,400,['Fight'],1
365,496,"“Deep suffering” for some in Ukraine left without heating as temperatures drop, aid agencies warn. A wave of Russian attacks on critical energy infrastructure has left some Ukrainian communities without access to heat, water and electricity. Now the UN Office for the Coordination of Humanitarian Affairs (UN OCHA) and the International Committee of the Red Cross (ICRC) are worried about A wave of Russian attacks on critical energy infrastructure's impact as cold weather begins to set in. “We …
The post “Deep suffering” for some in Ukraine left without heating as temperatures drop, aid agencies warn appeared first on Egypt Independent.",<triplet> UN Office for the Coordination of Humanitarian Affairs (UN OCHA) <subj> Russian <obj> Make Public Statement <triplet> the International Committee of the Red Cross (ICRC) <subj> Russian <obj> Make Public Statement <triplet> aid agencies <subj> Ukraine <obj> Make Public Statement <triplet> Russian <subj> Ukrainian communities <obj> Fight,4,4,4,641,"['Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Fight']",4
