,text,label,entail_prob
93,"the US envoy to the US Ambassador to the United Nation, Linda Thomas-Greenfield further added, ""And, in turn, Security Council ""For a United Nations Member State to so flagrantly violate the Security Council resolutions, and all that the United Nations Charter stands for is appalling,"" CNN quoted the US envoy to the US Ambassador to the United Nation, Linda Thomas-Greenfield as saying.  """,<triplet> a United Nations Member State <subj> the Security Council resolutions <obj> Disapprove,0.7921192646026611
94,"Earlier, while greeting German Chancellor Olaf Scholz in BEIJING, Chinese President Xi Jinping urged the two countries to work more closely on international issues.",<triplet> German Chancellor Olaf Scholz <subj> BEIJING <obj> Engage In Diplomatic Cooperation,0.9064146876335144
95,"This represented a complete role reversal for Summit host Néstor Kirchner from the first half of Summit host Néstor Kirchner's presidency when Summit host Néstor Kirchner was honoured with a White House visit in only Summit host Néstor Kirchner's second month in office (July, 2003), to which Summit host Néstor Kirchner responded by warmly tapping his star guest, United States President George W.  Bush on the thigh and appealing to male bonding on the basis of both presidents being previously southern oil governors.",<triplet> a White House visit <subj> only Summit host Néstor Kirchner's second month <obj> Engage In Diplomatic Cooperation <subj> Summit host Néstor Kirchner <obj> Engage In Diplomatic Cooperation,
96,"Now, of course, Raquel ‘Kelly’ Olmos, Argentina’s brand-new Labour minister and a fundamental Peronist cadre want Raquel ‘Kelly’ Olmos, Argentina’s brand-new Labour minister and a fundamental Peronist cadre's running of the Labour Ministry to be approved as much by the president, as by the remaining members of Frente de Todos.",<triplet> Raquel ‘Kelly’ Olmos <subj> Argentina’s brand-new Labour minister <obj> Appeal,0.5759979486465454
97,"27-year-old Jordan Bardella ran France's far-right National Rally (RN)'s successful 2019 European election campaign, and has since impressed even 27-year-old Jordan Bardella's enemies with 27-year-old Jordan Bardella's assertiveness in debates.",<triplet> even 27-year-old Jordan Bardella's enemies <subj> 27-year-old Jordan Bardella's assertiveness <obj> Make Public Statement,0.6370306611061096
98,"In June, Alexander Nikulin - who worked at the Russian-backed supreme court in the self-proclaimed People's Republic of Donetsk sentenced to death two Britons and a Moroccan, who had been captured while fighting in the Ukrainian army.",<triplet> Alexander Nikulin <subj> two Britons <obj> Coerce,0.9648169875144958
99,"In this context, Russian President Vladimir Putin noted that ""large, major regions of Romania"" were included in Ukraine during those years as well.",<triplet> Russian President Vladimir Putin <subj> Ukraine <obj> Make Public Statement,0.6115922331809998
100,"Donald Trump's victory in Pennsylvania helped deliver Donald Trump the White House in 2016, when Donald Trump's message of populist anger struck a chord with blue-collar voters in Pennsylvania.",<triplet> Donald Trump's victory <subj> Donald Trump <obj> Provide Aid,0.7237858772277832
101,""" In tweets posted later on Sunday, SOS Humanity, the German charity that operates it said SOS Humanity, the German charity that operates it would launch legal action against the Italian government on Monday, claiming the Italian government's actions violate European law and the Geneva Refugee Convention.",<triplet> the Italian government's actions <subj> European law <obj> Disapprove,0.7059363126754761
102,It’s important for South Africa and Indonesia to talk about South Africa and Indonesia's experiences and understand how to launch complex political and social negotiations in order to begin the transition. ”&gt;&gt;,<triplet> South Africa <subj> South Africa and Indonesia's experiences <obj> Consult,0.5688004493713379
103,"The Centre for Information Resilience analysed the images of Staryi Krym for the BBC's Panorama programme and concluded that 1,500 new graves had been dug there since The Centre for Information Resilience last analysed images at Staryi Krym in June.",<triplet> The Centre <subj> the BBC's Panorama programme <obj> Investigate,0.9090291261672974
104,"“Realistically, Anwar Ibrahim do have to accept that,” Anwar Ibrahim told The Sydney Morning Herald and The Age as Anwar Ibrahim geared up for Malaysia's general election.",<triplet> Anwar Ibrahim <subj> Malaysia's general election <obj> Engage In Material Cooperation,0.8878977298736572
105,"In negotiations""Ukrainian President Volodymyr Zelenskiy's nightly video address, negotiations""Ukrainian President Volodymyr Zelenskiy decried ""RussiaNorth's destabilizing influence"" as the world confronted war, energy and food crises, and what negotiations""Ukrainian President Volodymyr Zelenskiy called the destruction of customary international relations.","<triplet> negotiations""Ukrainian President Volodymyr Zelenskiy <subj> ""RussiaNorth's destabilizing influence <obj> Disapprove",0.5693019032478333
106,"3:32pm: Putin says 50,000 mobilised Russian soldiers serving with combat Putin said on Monday that 50,000 Russian soldiers called up as part of Putin's mobilisation drive were now serving with combat units in Ukraine, the Interfax news agency reported.","<triplet> 50,000 Russian soldiers <subj> Ukraine <obj> Engage In Material Cooperation",0.788852870464325
107,"Download the France 24 app</Text></Article><Article url=""https://www.france24.com/en/asia-pacific/20221107-n-korea-says-missile-tests-meant-to-thoroughly-counter-s-korean-and-us-drills"" paper=""f24""><Text>AdvertisingRead moreThe North’s announcement underscored leader Kim Jong Un’s determination not to back down in the face of leader Kim Jong Un’s's rivals’ push to expand his rivals’'s military exercises.",<triplet> North’s announcement <subj> leader Kim Jong Un’s determination <obj> Make Public Statement,0.9918598532676697
108,"Yet on Monday, the region that Moscow illegally annexed in September's Russian-installed administration announced the pro-Kremlin administration of the partially occupied Kherson region was halting “the movement of civilian vehicles across the Dnieper River by water and pontoon ferry,” citing “increased military danger” and threats to civilians.",<triplet> Moscow <subj> September's Russian-installed administration <obj> Coerce,0.772149920463562
109,But Western nations have been wary of providing Ukraine with such powerful weapons that Western nations provoke President Vladimir Putin into taking even more drastic action.,<triplet> Western nations <subj> President Vladimir Putin <obj> Disapprove,0.7462645769119263
110,"In Amnesty International's 48-page report, Amnesty International noted that a National Human Rights Strategy (NHRS) “presents a deeply misleading and at times outright false picture of the human rights situation in Egypt’s”.",<triplet> Amnesty International <subj> Amnesty International's 48-page report <obj> Make Public Statement,0.5838629603385925
111,"In earlier comments, Egypt’s has noted that her son, Alaa Abdel Fattah, one of Egypt’s most prominent human rights activists was moved to the new Wadi el-Natrun prison complex, which has better conditions.",<triplet> Egypt <subj> Alaa Abdel Fattah <obj> Make Public Statement,0.8033508658409119
112,"billionaire Elon Musk directed billionaire Elon Musk's powerful social media giant Twitter Inc message to what billionaire Elon Musk called ""independent-minded voters,"" writing: ""Shared power curbs the worst excesses of both parties, therefore billionaire Elon Musk recommend voting for a Republican Congress, given that the presidency is Democratic. """,<triplet> billionaire Elon Musk <subj> billionaire Elon Musk's powerful social media giant <obj> Engage In Material Cooperation,0.5709598660469055
113,"The rare denial suggested reports by Russian military bloggers that a naval infantry unit had lost hundreds of men in a fruitless offensive in eastern Ukraine had touched a raw nerve at a point in the war's ninth month when Russian forces are under heavy pressure in partly occupied regions of Ukraine that Russia's has proclaimed as Russia's's own territory - actions denounced as illegal by Kyiv, the West and most countries of the United Nations.",<triplet> Russia <subj> Russia's's own territory <obj> Make Public Statement,0.5795252919197083
114,"a small team of his own - of friends and confidantes appear to include Sriram Krishnan, an Indian-origin software engineer and former Twitter's executive who left Twitter's last year.",<triplet> Sriram Krishnan <subj> an Indian-origin software engineer <obj> Yield,0.791327953338623
115,A Michigan voter inserts A Michigan voter's absentee ballot into a drop box.,<triplet> A Michigan voter <subj> A Michigan voter's absentee ballot <obj> Consult,0.6208187341690063
116,"Polls will be closing in 15 other states, and Republicans will be watching New Hampshire.",<triplet> Republicans <subj> New Hampshire <obj> Make Public Statement,0.5629833340644836
117,As many as 10 Republican candidates across the races here back Former president Donald Trump's debunked claim that President Joe Biden's stole the 2020 election.,<triplet> As many as 10 Republican candidates <subj> Former president Donald Trump's debunked claim <obj> Express Intend to Cooperate,0.9794222712516785
118,Russia's's war in Ukraine has ruined Russia's's army's image of an efficient and well-run body - from its army's's failure to live up to state TV's promise of Kyiv being captured in three days to its army's's retreat from large swathes of Ukrainian territory.,<triplet> Russia's's war <subj> Russia's's army's image <obj> Fight,0.9100276827812195
119,"Rhodes, on trial with four others for conspiracy to mount an armed rebellion against the government, rebuffed questioning from Justice Department prosecutor Kathryn Rakoczy, who sought to show that, from President Joe Biden's victory over then-president Donald Trump in the November 2020 election, The eyepatch-wearing Yale law graduate and former soldier planned to bring The eyepatch-wearing Yale law graduate and former soldier's group to Washington to forcibly overturn the voting result.",<triplet> The eyepatch-wearing Yale law graduate <subj> The eyepatch-wearing Yale law graduate and former soldier's group <obj> Consult,0.7824224233627319
120,Singapore authorities later notified Sri Lanka's that the people on board their boat had been rescued and were heading to Vietnam.,<triplet> Singapore authorities <subj> Sri Lanka <obj> Consult,0.9054576754570007
121,"Later, Elon Musk, Twitter's new owner, added, ""Elon Musk, Twitter's new owner,'m open to the idea of voting Democrat again in the future"" and said Elon Musk, Twitter's new owner, had historically been an independent who had voted for Democrats.","<triplet> Elon Musk <subj> Twitter's new owner,'m <obj> Engage In Material Cooperation",0.6945397257804871
122,"With Republicans well placed to win at least partial control of Congress and Donald Trump's hinting at a 2024 White House comeback bid at Donald Trump's's own rally late Monday, Democrats braced for the worst.",<triplet> Donald Trump <subj> a 2024 White House comeback bid <obj> Appeal,0.992660641670227
123,"According to Spain-based human rights group Safeguard Defenders, illegal Chinese police stations in the Toronto area have been used by Chinese police to carry out operations on foreign soil, and pressure Chinese nationals to return to China to face criminal charges.",<triplet> Chinese nationals <subj> China <obj> Consult,0.9001538753509521
124,A Russian diplomat on Tuesday cited Moscow’s dissatisfaction with a wartime deal to facilitate Black Sea shipments of Ukrainian grain and other commodities's implementation.,<triplet> A Russian diplomat <subj> Moscow’s dissatisfaction <obj> Make Public Statement,0.9692800641059875
125,"On Monday, Kremlin Spokesman Dmitry Peskov promised to announce this week whether Russian President Vladimir Putin would travel to Indonesia's Bali to attend the G20 summit in Indonesia's Bali.",<triplet> Russian President Vladimir Putin <subj> Indonesia's Bali <obj> Consult,0.9543660879135132
126,"President Xi Jinping is absent from climate summit, while President Joe BidenUN will attend climate summit later this week after US midterm elections.",<triplet> President Joe BidenUN <subj> US midterm elections <obj> Consult,0.5643280148506165
127,"Parent company Volant Media said the Metropolitan Police had notified Two British-Iranian journalists for the UK-based Persian-language TV channel Iran International of a recent increase in ""credible"" threats from Iranian security forces.",<triplet> the Metropolitan Police <subj> Two British-Iranian journalists <obj> Consult,0.7411113381385803
128,"""the Metropolitan Police have now formally notified Two British-Iranian journalists for the UK-based Persian-language TV channel Iran International that ""credible"" threats from Iranian security forces represent an imminent, credible and significant risk to Two British-Iranian journalists for the UK-based Persian-language TV channel Iran International's lives and those of Two British-Iranian journalists for the UK-based Persian-language TV channel Iran International's families.",<triplet> the Metropolitan Police <subj> Two British-Iranian journalists <obj> Consult,0.6950825452804565
129,""" Egypt's Foreign Minister Sameh Shoukry, who is chairing COP27 also stated on Monday that legal procedure had ""not yet been fulfilled"" for Egypt to recognise jailed British-Egyptian pro-democracy activist Alaa Abdel Fattah's dual British citizenship, which jailed British-Egyptian pro-democracy activist Alaa Abdel Fattah received last December through jailed British-Egyptian pro-democracy activist Alaa Abdel Fattah's London-born mother, Laila Soueif.",<triplet> Egypt's Foreign Minister Sameh Shoukry <subj> jailed British-Egyptian pro-democracy activist Alaa Abdel Fattah's dual British citizenship <obj> Make Public Statement,0.796302855014801
130,"In 2015, An eight-year-old girl's mother officially notified German authorities - and the father that An eight-year-old girl's mother had moved to Italy.",<triplet> German authorities <subj> Italy <obj> Consult,0.8216310143470764
131,"Turkish Foreign Minister Mevlut Cavusoglu noted that a trilateral meeting took place in Helsinki earlier, focusing on the practical implementation of the terms of the memorandum signed in June by Turkey, Finland and Sweden.",<triplet> Turkish Foreign Minister Mevlut Cavusoglu <subj> Helsinki <obj> Make Public Statement,0.7133039832115173
132,"On June 28, in the run-up to the NATO summit in Madrid, Turkish President Recep Tayyip Erdogan, Finnish President Sauli Niinisto, then-Prime Minister of Sweden Magdalena Andersson along with NATO Secretary General Jens Stoltenberg held talks that resulted in a memorandum that would make it possible for Stockholm and Helsinki to join NATO.",<triplet> Stockholm <subj> NATO <obj> Consult,0.7415982484817505
133,"Indian Foreign Minister Subrahmanyam Jaishankar noted that ""even as we focus on the immediate"", there was the need to ""reform [to achieve] multilaterism,"" going on to point out that ""the reform of the the UN Security Council, is becoming difficult to deny,"" with Indian Foreign Minister Subrahmanyam Jaishankar further lauding MOSCOW, saying ""We welcome Russian support for India in that regard. """,<triplet> Indian Foreign Minister Subrahmanyam Jaishankar <subj> MOSCOW <obj> Engage In Diplomatic Cooperation,0.9555283188819885
134,"""If Canada can move more quickly on Canada's critical mineral strategy, that would be one example of how Canada could collaborate with the U. S., take part in the bonanza of spending that is coming,"" Maryscott Greenwood, head of the Canadian-American Business Council, said.",<triplet> Canada <subj> the U. S. <obj> Engage In Material Cooperation,0.7403466105461121
135,Disney's said Disney's had added more than 12 million subscribers to Disney's's Disney+ streaming platform in the three months ended in September.,<triplet> Disney <subj> Disney's's Disney+ streaming platform <obj> Engage In Material Cooperation,0.6905282139778137
136,"Macron, who wants France to be a leader in cleaner industry don't think the United States' Inflation Reduction Act (IRA) law's friendly,"" Macron, who wants France to be a leader in cleaner industry said, adding Macron, who wants France to be a leader in cleaner industry would raise the issue when Macron, who wants France to be a leader in cleaner industry visits Washington next month.",<triplet> Macron <subj> Washington <obj> Engage In Material Cooperation,0.5808289051055908
137,"Turkey expects Sweden to join NATO but wants Sweden to make specific steps on implementing the Madrid memorandum on joining NATO, Turkish President Recep Tayyip Erdogan said on Tuesday following talks in ANKARA with Swedish Prime Minister Ulf Kristersson.",<triplet> Sweden <subj> NATO <obj> Consult,0.931830883026123
138,"Earlier, Turkey stated that the Madrid memorandum on joining the alliance was not final and the Madrid memorandum on joining the alliance may not be approved by Turkey’s parliament, if Sweden and Finland do not fulfill Sweden and Finland's obligations to counteract terrorist organizations.",<triplet> Turkey <subj> the Madrid memorandum <obj> Make Public Statement,0.8720108270645142
139,"""UN Secretary-General Antonio Guterres recognized Russia’s contribution to the global negotiating process, [and] noted the importance of discussing the issue of damage and losses caused by the effects of climate change,"" the Russian special envoy’s office said in a statement, posted on the Russian special envoy’s office's website.",<triplet> UN Secretary-General Antonio Guterres <subj> Russia’s contribution <obj> Engage In Diplomatic Cooperation,0.9069796204566956
140,"Even with a slim majority, the GOP could bring a new intensity to Capitol Hill with promises to end President Joe Biden's's most ambitious plans, tighten congressional oversight and launch gruelling investigations — even the potential impeachment of President Joe Biden's.",<triplet> the GOP <subj> Capitol Hill <obj> Consult,0.9416623711585999
141,A Russian diplomat on Tuesday cited Russia's dissatisfaction with a wartime deal that allowed Ukrainian grain and other commodities to be shipped on the Black Sea's implementation and said the Kremlin's had not decided whether to extend a wartime deal that allowed Ukrainian grain and other commodities to be shipped on the Black Sea.,<triplet> A Russian diplomat <subj> Russia's dissatisfaction <obj> Make Public Statement,0.9851852655410767
142,5 billion Indians sign up for the LiFE campaign.,<triplet> 5 billion Indians <subj> the LiFE campaign <obj> Engage In Diplomatic Cooperation,0.8235940933227539
143,"Russian President Vladimir Putin underscored that Russia does not plan to occupy Ukrainian territories, instead planning to demilitarize and denazify Ukraine.",<triplet> Russian President Vladimir Putin <subj> Ukrainian territories <obj> Make Public Statement,0.92661452293396
144,"Russian President Vladimir Putin underscored that Moscow does not plan to occupy Ukrainian territories, instead planning to demilitarize and denazify Ukraine.",<triplet> Russian President Vladimir Putin <subj> Ukrainian territories <obj> Make Public Statement,0.9311307072639465
145,"Russian President Vladimir Putin’s underscored that Moscow does not plan to occupy Ukrainian territories, instead planning to demilitarize and denazify Ukraine.",<triplet> Russian President Vladimir Putin <subj> Ukrainian territories <obj> Make Public Statement,0.9356487989425659
146,"Maryland elected Maryland's first Black governor, Democrat Wes Moore, while Markwayne Mullin will serve as the first Native American senator from Oklahoma in almost 100 years.",<triplet> Markwayne Mullin <subj> the first Native American senator <obj> Engage In Material Cooperation,0.6114188432693481
147,You have to delete all your correspondence –- God forbid you say something somewhere against Russia.,<triplet> God <subj> Russia <obj> Coerce,0.8492656350135803
148,"Under an €18 billion economic support package to get Ukraine through 2023, which it hopes will be approved by EU member states, Brussels would send Kyiv 1.",<triplet> Brussels <subj> Kyiv <obj> Provide Aid,0.9552138447761536
149,"Neither US basketball star Griner's exact whereabouts nor US basketball star Griner's final destination were known, her legal team said in a statement, adding that in line with Russian procedures, US basketball star Griner's attorneys as well as the US Embassy should be notified upon US basketball star Griner's arrival at US basketball star Griner's destination.",<triplet> US basketball star Griner's arrival <subj> US basketball star Griner's attorneys <obj> Consult,0.5668829083442688
150,"On Monday, Kremlin Spokesman Dmitry Peskov promised to report this week whether his Russian counterpart Vladimir Putin would travel to Bali to attend the G20 summit in Bali.",<triplet> his Russian counterpart <subj> Bali <obj> Consult,0.9640748500823975
151,"the WNBA star's lawyer, Alexander Boykov has also criticised Jailed US basketball star Brittney Griner's sentence for being unduly harsh: ""No judge, hand on heart, will honestly say that Jailed US basketball star Brittney Griner's nine-year sentence is in line with Russian criminal law,"" the WNBA star's lawyer, Alexander Boykov said after Jailed US basketball star Brittney Griner's appeal was rejected.",<triplet> the WNBA star's lawyer <subj> Jailed US basketball star Brittney Griner's sentence <obj> Disapprove,0.993571400642395
152,"jailed British-Egyptian pro-democracy activist Alaa Abdel Fattah began a partial hunger strike in April, hoping to pressure Egypt into at least allowing British diplomats to visit jailed British-Egyptian pro-democracy activist Alaa Abdel Fattah.",<triplet> British diplomats <subj> jailed British-Egyptian pro-democracy activist Alaa Abdel Fattah <obj> Consult,0.8508773446083069
153,"her blouse is just a small detail, but small details, Christine Lagarde's has learned as Christine Lagarde's, can have great meaning.",<triplet> Christine Lagarde <subj> Christine Lagarde <obj> Consult,0.7275623679161072
154,"""Christine Lagarde's should fix Christine Lagarde's up,"" Christine Lagarde's admonishes Christine Lagarde's.",<triplet> Christine Lagarde <subj> Christine Lagarde <obj> Disapprove,0.5858280658721924
155,"The Ukrainian Pravda news outlet cited Ukrainian army intelligence as claiming that two other settlements in the the only Ukrainian regional capital it captured region, Pravdyne and Kalynivske, had been captured,None of the reports could be independently confirmed.",<triplet> The Ukrainian Pravda news outlet <subj> Ukrainian army intelligence <obj> Make Public Statement,0.7979897856712341
156,American basketball star Brittney Griner's lawyers said Wednesday that her legal team did not know exactly where American basketball star Brittney Griner was or where American basketball star Brittney Griner would end up — but that her legal team expected to be notified when American basketball star Brittney Griner reached American basketball star Brittney Griner's final destination.,<triplet> American basketball star Brittney Griner <subj> American basketball star Brittney Griner's final destination <obj> Consult,0.9810910224914551
157,"Imprisoned Russian opposition leader Alexei Navalny went on a hunger strike to protest Imprisoned Russian opposition leader Alexei Navalny's treatment, including officials' refusal to give Imprisoned Russian opposition leader Alexei Navalny the right medicines and to allow Imprisoned Russian opposition leader Alexei Navalny's doctor to visit Imprisoned Russian opposition leader Alexei Navalny behind bars.",<triplet> Imprisoned Russian opposition leader Alexei Navalny's doctor <subj> Imprisoned Russian opposition leader Alexei Navalny <obj> Consult,0.6789904832839966
158,"Last month, Germany's's ambassador to Qatar was summoned by the government there after Germany's interior minister appeared to criticize Qatar for Qatar's human rights record.",<triplet> Qatar <subj> Qatar's human rights record <obj> Disapprove,0.5721451044082642
159,"Gal Costa, one of the giants of Brazilian popular music had recently had to cancel some concerts on doctor's orders after an operation, but had planned to return to the stage next month in São Paulo.",<triplet> Gal Costa <subj> São Paulo <obj> Consult,0.8658074140548706
160,"An American woman who says she and her eight-year-old daughter are trapped in Saudi Arabia told the BBC last month that An American woman who says she and her eight-year-old daughter are trapped in Saudi Arabia's Saudi ex-husband had persuaded An American woman who says she and her eight-year-old daughter are trapped in Saudi Arabia to visit Saudi Arabia with her eight-year-old daughter in 2019, so that her Saudi ex-husband's parents could meet his parents's granddaughter.",<triplet> An American woman <subj> An American woman <obj> Engage In Diplomatic Cooperation,0.7712314128875732
161,"It is a priority for Serbia to join the European Union although Serbia doesn’t plant to join NATO, Serbia's Deputy Prime Minister and Minister of Defense Milos Vucevic said on Wednesday.",<triplet> Serbia <subj> the European Union <obj> Consult,0.9487200975418091
162,"On Tuesday's, Donald Trump, who was counting on a powerful Republican showing to boost his expected 2024 run to return to White House returned to Donald Trump, who was counting on a powerful Republican showing to boost his expected 2024 run to return to White House's playbook of airing unsubstantiated claims of fraud.",<triplet> Donald Trump <subj> White House <obj> Consult,0.8438318371772766
163,Russian President Vladimir Putin has sought to associate Russian President Vladimir Putin's regime with Soviet-era successes and gradually cracked down on the rights and freedoms gained after the breakup of the USSR.,<triplet> Russian President Vladimir Putin's regime <subj> Soviet-era successes <obj> Engage In Diplomatic Cooperation,0.643098771572113
164,The most senior US general also also noted that between 15 and 30 million refugees have been created since Moscow launched Moscow's invasion on 24 February.,<triplet> The most senior US general <subj> Moscow's invasion <obj> Make Public Statement,0.9349137544631958
165,"The UK and Switzerland have been trying to join EU's key funding scheme for research and innovation, Horizon Europe, which has a budget of €95.",<triplet> EU's key funding scheme <subj> Horizon Europe <obj> Consult,0.9340567588806152
166,Taylor Swift included LA pop group Muna on playlists.,<triplet> Taylor Swift <subj> LA pop group Muna <obj> Yield,0.7150676846504211
167,"When asked whether US President Joe Biden thinks that Russia and China are beginning to set up an alliance and WASHINGTON should speak with Beijing about arms control, US President Joe Biden said, ""No and yes. """,<triplet> WASHINGTON <subj> Beijing <obj> Consult,0.7522595524787903
168,"The Indonesia's crash underscored Indonesia's's dismal air safety record, with three major commercial flight crashes in recent years.",<triplet> The Indonesia's crash <subj> Indonesia's's dismal air safety record <obj> Make Public Statement,0.9718976616859436
169,"However, K Surendran - a leader of the Bharatiya Janata Party (BJP) - criticised Kerala for filing a case against the filmmakers.",<triplet> K Surendran <subj> Kerala <obj> Disapprove,0.557173490524292
170,"Also a lot of worry about mines and other traps that there may be in Kherson region's, and perhaps Russia will inflict casualties on Ukrainian forces as Ukrainian forces move into Kherson region's.",<triplet> Russia <subj> Ukrainian forces <obj> Coerce <triplet> Ukrainian forces <subj> Kherson region <obj> Fight,
171,""" 04:19   3:45pm: Spain to send two more air defence systems to UkraineSpain is to send Ukraine two more HAWK surface-to-air missile launchers on top of the four Spain has already dispatched to counter the Russian invasion, Spain said Thursday. """,<triplet> Spain <subj> UkraineSpain <obj> Provide Aid,0.9791646003723145
172,"Credit:APWarnock, who seamlessly blends Democratic Senator Reverend Raphael Warnock's preaching with Democratic Senator Reverend Raphael Warnock's political messaging, wasn’t just talking about the “Promised Land”.",<triplet> Democratic Senator Reverend Raphael Warnock's preaching <subj> Democratic Senator Reverend Raphael Warnock's political messaging <obj> Engage In Material Cooperation,0.9937707781791687
173,"Trump tears into rising Republican rival DeSantis Control of the Senate remains a toss-up, with the Democrats and the Republicans both having secured 49 seats.",<triplet> Trump <subj> rising Republican rival DeSantis <obj> Assault,0.9940420985221863
174,"In Georgia, the closely-watched the Senate race between incumbent Democrat Raphael Warnock and Republican Herschel Walker will head to a run-off in December.",<triplet> the closely-watched the Senate race <subj> Georgia <obj> Consult,0.9906761646270752
175,"Rwanda is inflicting a war on the Democratic Republic of the Congo, the Democratic Republic of the Congo have to do something.",<triplet> Rwanda <subj> the Democratic Republic <obj> Coerce,0.7945095300674438
176,Uzbekistan’s Foreign Ministry has notified Ukraine’s ambassador Nikolay Doroshenko that it is inadmissible for Kiev to disseminate falsehoods about alleged shipments of dual-use products to Russia.,<triplet> Uzbekistan’s Foreign Ministry <subj> Ukraine’s ambassador <obj> Consult,0.9435431361198425
177,"The inter-institutional relationship has never been so poor, Politico, an American publication, cited a longtime EU official as saying.",<triplet> Politico <subj> a longtime EU official <obj> Make Public Statement,0.9898051023483276
178,The ruling Communist Party's seven-member Standing Committee is filled with President Xi Jinping's's allies.,<triplet> President Xi Jinping's's allies <subj> The ruling Communist Party's seven-member Standing Committee <obj> Yield,0.9813302159309387
179,"Leading its stalled long march to Islamabad in the absence of Imran Khan's, former foreign minister Shah Mahmood Qureshi earlier said that Imran Khan's would soon join Imran Khan's's supporters in the long march to Islamabad.",<triplet> Imran Khan <subj> Imran Khan's's supporters <obj> Consult,0.6776162385940552
180,"In a joint Reconciliation Agreement, Germany officially recognizes responsibility for the genocide committed against the Nama and Herero for the first time, though only historically and not legally.",<triplet> Germany <subj> a joint Reconciliation Agreement <obj> Engage In Diplomatic Cooperation,0.887386679649353
181,""" Even the UN rebuked Germany for Germany's approach.",<triplet> Even the UN <subj> Germany <obj> Disapprove <subj> Germany's approach <obj> Disapprove,
182,"Although there have been populist anti-establishment candidates in the past, says Long, the ""difference with Trump is the extent to which Trump is anti-institutionalist, the most significant damage that Trump has inflicted on the Republicans is that Trump has eroded people’s trust in institutions"".",<triplet> Trump <subj> the Republicans <obj> Coerce,0.6502013802528381
183,"Chinese Foreign Ministry Spokesperson Zhao Lijian said that China’s attached great importance to the US proposal to that end a meeting of the two heads of state in Bali, and Taiwan and China’s were currently in negotiations on that end.",<triplet> China <subj> the US proposal <obj> Engage In Material Cooperation,0.7038729190826416
184,"Donald Trump's'd still easily be the front-runner for the next Republican presidential nomination if Donald Trump's announced Donald Trump's's candidacy next week, as Donald Trump's's hinting Donald Trump's will at an event Nov.",<triplet> Donald Trump <subj> Donald Trump's will <obj> Appeal,0.9478899240493774
185,the Washington Commanders 'exploring all owner Dan Snyder and owner Dan Snyder's wife Tanya announced last week Commanders 'exploring all options'Snyder and his wife Tanya hired Bank of America Securities to look into selling part or all of the Washington Commanders.,<triplet> the Washington Commanders <subj> all owner Dan Snyder <obj> Investigate <triplet> Commanders <subj> all options'Snyder <obj> Investigate,
186,"""The findings of the NFL's investigation into the organization's workplace culture were not released in July 2021 when the NFL fined the Washington Commanders $10 million for having a toxic workplace culture.",<triplet> the NFL <subj> the Washington Commanders <obj> Coerce,0.5757918357849121
187,Read more. . . Alberto Fernández From there Alberto Fernández will travel to Indonesia.,<triplet> Alberto Fernández <subj> Indonesia <obj> Consult,0.9025576114654541
188,"Although Milman – who previously worked at the Security Ministry during Mauricio Macri’s 2015-2019 administration admitted that Milman – who previously worked at the Security Ministry during Mauricio Macri’s 2015-2019 administration did travel to Pinamar the day after the failed assassination attempt on her life, Milman – who previously worked at the Security Ministry during Mauricio Macri’s 2015-2019 administration clarified that the night Sabag Montiel tried to shoot Vice-President Cristina Fernández de Kirchner ""Milman – who previously worked at the Security Ministry during Mauricio Macri’s 2015-2019 administration was in Buenos Aires. """,<triplet> Milman <subj> Pinamar <obj> Consult,0.7853153944015503
189,"But the two main suburban rail lines called RER A and B, which connect central Paris with Disneyland Paris and the Charles de Gaulle and Orly airports, saw more severe disruptions.",<triplet> central Paris <subj> Disneyland Paris <obj> Engage In Material Cooperation,0.5760391354560852
190,Credit:Donald Trump was criticised by many Republicans for Donald Trump's choice of candidates in the elections as a predicted “red wave” failed to materialise.,<triplet> Donald Trump's choice <subj> Donald Trump <obj> Disapprove,0.7915176153182983
191,"Ex-US President Donald Trump belittled Ex-US President Donald Trump's former political apprentice as an ""average"" governor, lacking in ""loyalty"".",<triplet> Ex-US President Donald Trump <subj> Ex-US President Donald Trump's former political apprentice <obj> Disapprove,0.8747616410255432
192,"On Thursday the White House said the White House would brief Taiwan on the results of the US President Joe Biden-Chinese leader Xi Jinping meeting, with national security adviser Jake Sullivan saying the aim was to make Taiwan feel ""secure and comfortable"" about US support.",<triplet> the White House <subj> Taiwan <obj> Consult,0.8123781085014343
193,"Trump is expected to announce Trump's candidacy next week, whereas DeSantis, who first had to win reelection to the Florida governorship, has only hinted that Florida Governor Ron DeSantis, seen as Trump's top rival for the party's 2024 nomination might battle for White House.",<triplet> DeSantis <subj> White House <obj> Appeal,0.9427703022956848
194,In fact Republicans scored significant gains Tuesday's in the House of Representatives and are expected to wrest control of the House of Representatives from Democrats when the outstanding races are settled.,<triplet> Republicans <subj> the House <obj> Coerce,0.9698616862297058
195,"On Thursday, US President Joe Biden set off for a foreign tour during which US President Joe Biden will visit Egypt to attend the 27th Conference of the Parties to the UNFCCC (COP 27) as well as Cambodia where a US-ASEAN summit and an East Asia summit will be held.",<triplet> US President Joe Biden <subj> Egypt <obj> Consult,0.7118006944656372
