,text,label
806,Police said there was one suspect who was injured and being treated.,<triplet> Police <subj> one suspect <obj> Make Public Statement
807,Obama and Biden team up in bid to boost key U.S. Senate candidate.,<triplet> Obama <subj> key U.S. Senate candidate <obj> Engage In Diplomatic Cooperation <triplet> Biden <subj> key U.S. Senate candidate <obj> Engage In Diplomatic Cooperation
808,"Obama, in a speech to a pumped-up crowd in Philadelphia aimed at boosting Democratic Senate candidate John Fetterman, accused Republicans of resorting to politics of ...",<triplet> Obama <subj> boosting Democratic Senate candidate John Fetterman <obj> Engage In Diplomatic Cooperation <triplet> Obama <subj> Republicans <obj> Disapprove
809,Bali locks down and prays as Widodo bids to broker peace for Ukraine.,<triplet> Widodo <subj> Ukraine <obj> Consult
810,"Seventeen visiting heads of state, 20,000 delegates, 18,000 soldiers and police, 14 warships, plus fighter jets, have transformed the holiday island.","<triplet> Seventeen visiting heads of state <subj> the holiday island <obj> Consult <triplet> 20,000 delegates <subj> the holiday island <obj> Consult <triplet> 18,000 soldiers <subj> the holiday island <obj> Consult <triplet> police <subj> the holiday island <obj> Consult"
811,Kherson deputy mayor detained on charges of collaborating with Russia.,<triplet> Kherson deputy mayor <subj> Russia <obj> Engage In Material Cooperation
812,Five protesters receive death sentences in Iran.,<triplet> Iran <subj> Five protesters <obj> Assault
813,Argentina nominates Cecilia Todesca Bocco for IDB chair.,<triplet> Argentina <subj> Cecilia Todesca Bocco <obj> Engage In Diplomatic Cooperation
814,Argentina proposes Cecilia Todesca Bocco as Argentina's pick for the next head of IDB.,<triplet> Argentina <subj> Cecilia Todesca Bocco <obj> Engage In Diplomatic Cooperation
815,"The Covid Protests in China, Explained.",<triplet> The Covid Protests <subj> China <obj> Protest
816,"Strict Covid restrictions are hurting China's economy and angering members of the public, who are taking to the streets.",<triplet> members of the public <subj> Strict Covid restrictions <obj> Protest
817,UK and Polish leaders discuss bolstering NATO’s eastern flank in a “strong signal” to Putin.,<triplet> UK <subj> Polish leaders <obj> Consult <triplet> Polish leaders <subj> UK <obj> Consult <triplet> NATO <subj> Putin <obj> Exhibit Military Posture
818,"Britain and Poland have agreed on the need to “send a continued strong signal” against Putin, a Downing Street spokesperson told CNN.",<triplet> Britain <subj> Poland <obj> Consult <triplet> Poland <subj> Britain <obj> Consult <triplet> Britain <subj> Putin <obj> Exhibit Military Posture <triplet> Poland <subj> Putin <obj> Exhibit Military Posture
819,"British Prime Minister Rishi Sunak and British Prime Minister Rishi Sunak's Polish counterpart Mateusz Morawiecki discussed bolstering the security of NATO’s eastern flank in a phone call Friday, and British Prime Minister Rishi Sunak pointed out UK is increasing the capability …
",<triplet> British Prime Minister Rishi Sunak <subj> British Prime Minister Rishi Sunak's Polish counterpart Mateusz Morawiecki <obj> Consult <triplet> British Prime Minister Rishi Sunak's Polish counterpart Mateusz Morawiecki <subj> British Prime Minister Rishi Sunak <obj> Consult
820,"Chinese leader Xi reiterates call for Ukraine peace talks, avoids condemning Russia.",<triplet> Chinese leader Xi <subj> Ukraine <obj> Appeal
821,"“Chinese leader Xi stressed that Beijing’s's position on the Ukraine crisis is clear and consistent, advocating …
",<triplet> Chinese leader Xi <subj> Beijing <obj> Make Public Statement <triplet> Beijing <subj> the Ukraine crisis <obj> Disapprove
822,Judge Slaps Down Bolsonaro’s Late Bid to Overturn Brazil’s Election.,<triplet> Judge <subj> Bolsonaro <obj> Reject <triplet> Bolsonaro <subj> Brazil’s Election <obj> Disapprove
823,"But experts said a software bug did not affect Brazil’s Election, and Brazil’s's elections chief dismissed the complaint.",<triplet> experts <subj> Brazil’s Election <obj> Make Public Statement <triplet> Brazil’s's elections chief <subj> the complaint <obj> Make Public Statement
824,"Speaking at an event to mark 10 years since Gillard's misogyny speech, Gillard said some of the reporting about Liz Truss 49 days in office were gender-based.",<triplet> some of the reporting <subj> Liz Truss <obj> Disapprove <triplet> Gillard <subj> some of the reporting <obj> Make Public Statement
825,US Supreme Court rejects Trump's tax record plea.,<triplet> US Supreme Court <subj> Trump <obj> Reject
826,"Winter Will Be a Major Factor in the Ukraine War, Officials Say.",<triplet> Officials <subj> Ukraine War <obj> Make Public Statement
827,Turkey vows to help unblock Russian exports — Erdogan's spokesman.,<triplet> Turkey <subj> Russian exports <obj> Express Intend to Cooperate
828,"In Ibrahim Kalin's opinion, the provision of guarantees for the export of fertilizers and grain from Russia should not be taken as ""an endorsement of Russia's plans to wage war [in Ukraine]""",<triplet> Russia <subj> Ukraine <obj> Fight <triplet> Ibrahim Kalin <subj> Russia <obj> Make Public Statement
829,Germany’s Leader Seeks Accord With China on Covid Vaccines.,<triplet> Germany’s Leader <subj> China <obj> Appeal
830,Germany’s Leader said during a visit to Beijing that China and the European Union were working toward approval of each other’s pandemic vaccines.,<triplet> China <subj> the European Union <obj> Engage In Material Cooperation <triplet> the European Union <subj> China <obj> Engage In Material Cooperation <triplet> Germany’s Leader <subj> Beijing <obj> Consult <triplet> Germany’s Leader <subj> China <obj> Make Public Statement <triplet> Germany’s Leader <subj> the European Union <obj> Make Public Statement
831,"Medibank earlier this week confirmed Hackers had accessed information belonging to 9.7 million current and former clients, including Prime Minister Anthony Albanese.",<triplet> Hackers <subj> 9.7 million current and former clients <obj> Coerce <triplet> Hackers <subj> Prime Minister Anthony Albanese <obj> Coerce <triplet> Medibank <subj> Hackers <obj> Make Public Statement
832,India played essential role in negotiating G20 declaration: White House.,<triplet> India <subj> G20 declaration <obj> Consult
833,France accuses Russia of endangering world food security.,<triplet> France <subj> Russia <obj> Disapprove
834,"French President Emmanuel Macron, during a phone call with Ukrainian President Volodymyr Zelensky",<triplet> French President Emmanuel Macron <subj> Ukrainian President Volodymyr Zelensky <obj> Consult <triplet> Ukrainian President Volodymyr Zelensky <subj> French President Emmanuel Macron <obj> Consult
835, French President Emmanuel Macron also assured Ukrainian President Volodymyr Zelensky that France would help Ukraine get through the winter and help repair water and energy infrastructure damaged by Russian strikes.,<triplet>  French President Emmanuel Macro <subj>  Ukrainian President Volodymyr Zelensk <obj> Express Intend to Cooperate <triplet>  Franc <subj>  Ukrain <obj> Express Intend to Cooperate <triplet>  Russian strike <subj>  Ukrain <obj> Fight
836,"Of the 25 injured at Club Q, at least seven were in critical condition, authorities said.",<triplet> authorities <subj> at least seven <obj> Make Public Statement <triplet> authorities <subj> 25 injured <obj> Make Public Statement
837,"South Korea said Friday South Korea's position of not providing lethal weapons to Ukraine remains unchanged, despite ammunition trade talks taking place between Ukraine and South Korea.",<triplet> South Korea <subj> South Korea <obj> Make Public Statement <triplet> South Korea <subj> Ukraine <obj> Make Public Statement <triplet> Ukraine <subj> South Korea <obj> Consult <triplet> South Korea <subj> Ukraine <obj> Consult
838,"Negotiations are ongoing between Ukraine and Korean companies to export ammunition, in order to make up for the shortage of 155mm ammunition inventories in Ukraine.",<triplet> Korean companies <subj> Ukraine <obj> Consult <triplet> Ukraine <subj> Korean companies <obj> Consult
839,US and Russian spy chiefs The meeting in Turkey.,<triplet> US <subj> Russian spy chiefs <obj> Consult <triplet> Russian spy chiefs <subj> US <obj> Consult
840,The meeting was the highest-ranking face-to-face engagement between US and Russian officials since before Russian President Vladimir Putin ordered the February invasion of Ukraine.,<triplet> US <subj> Russian officials <obj> Consult <triplet> Russian officials <subj> US <obj> Consult <triplet> Russian President Vladimir Putin <subj> Ukraine <obj> Fight
841,Gina Rinehart shows up at Donald Trump’s campaign launch.,<triplet> Gina Rinehart <subj> Donald Trump <obj> Engage In Diplomatic Cooperation
842,"The mining magnate and Australia’s richest person, who has yet to publicly state Gina Rinehart was at Donald Trump’s campaign launch, was a cameo in a selfie posted by Donald Trump’s with Donald Trump’s's wife Lara.",<triplet> The mining magnate and Australia’s richest person <subj> Donald Trump <obj> Engage In Diplomatic Cooperation <triplet> Gina Rinehart <subj> Donald Trump <obj> Engage In Diplomatic Cooperation <triplet> Donald Trump <subj> Donald Trump’s's wife Lara <obj> Make Public Statement
843,Rupert Murdoch's powerful conservative media dumps Donald Trump.,<triplet> Rupert Murdoch's powerful conservative media <subj> Donald Trump <obj> Reduce Relations
844,"The powerful media empire of Rupert Murdoch's appeared to turn Rupert Murdoch's powerful conservative media dumps Donald Trump's back Thursday on Donald Trump, labeling Donald Trump a ""loser"" who shows ""increasingly poor judgement"" after the midterm elections.",<triplet> The powerful media empire of Rupert Murdoch <subj> Donald Trump <obj> Reduce Relations <triplet> Rupert Murdoch's powerful conservative media <subj> Donald Trump <obj> Reduce Relations <triplet> The powerful media empire of Rupert Murdoch <subj> Donald Trump <obj> Disapprove
845,"UK Sees Varied Domestic Threats, Mainly From Iran, Russia and China.",<triplet> Iran <subj> UK <obj> Threaten <triplet> Russia <subj> UK <obj> Threaten <triplet> China <subj> UK <obj> Threaten
846,"In an annual assessment, the head of MI5 also cited Iranian attempts to kill or kidnap at least 10 critics of Iran's government.",<triplet> at least 10 critics <subj> Iran's government <obj> Disapprove <triplet> Iranian attempts <subj> at least 10 critics <obj> Assault <triplet> MI5 <subj> Iranian attempts <obj> Make Public Statement
847,"Iranian Opposition Fighters, face attacks from Iran and pressure from the Iraqi government to give up Iranian Opposition Fighters's weapons.",<triplet> Iran <subj> Iranian Opposition Fighters <obj> Fight <triplet> Iraqi government <subj> Iranian Opposition Fighters <obj> Threaten <triplet> Iraqi government <subj> Iranian Opposition Fighters <obj> Demand
848,15 Syrian soldiers killed in Turkey’s air strikes at Kurdish areas — TV.,<triplet> Turkey’s air strikes <subj> Kurdish areas <obj> Fight <triplet> Turkey’s air strikes <subj> 15 Syrian soldiers <obj> Fight
849,US to cut or stop aid to Kiev if Republicans win — newspaper.,<triplet> Republicans <subj> Kiev <obj> Reduce Relations
850,Biden says Biden hopes Russia will be ready to discuss prisoner swap after US election.,<triplet> Biden <subj> Biden <obj> Make Public Statement <triplet> Biden <subj> Russia <obj> Appeal
851,"Biden did not specify what ""alternative possible ways forward"" related to the exchange of prisoners, Washington offered Russia",<triplet> Washington <subj> Russia <obj> Appeal
852,A BBC investigation finds that Ukrainian soldiers and pro-Ukrainian activists are being targeted on Telegram.,<triplet> A BBC investigation <subj> Telegram <obj> Investigate <triplet> Telegram <subj> pro-Ukrainian activists <obj> Threaten <triplet> Telegram <subj> Ukrainian soldiers <obj> Threaten
853,More than two-thirds of Kyiv is still without power one day after Russian strikes.,<triplet> Russian strikes <subj> More than two-thirds of Kyiv <obj> Fight
854,Some politicians in Kerala have called for a ban on The Kerala Story: Film on India women in Islamic State sparks row.,<triplet> Some politicians <subj> The Kerala Story <obj> Disapprove
855,"LATAM Airlines plane crashes on Peruvian runway, killing firefighters.",<triplet> LATAM Airlines plane <subj> firefighters <obj> Assault
856,Peru’s health ministry said 61 people had been moved to nearby clinics and hospitals from Jorge Chavez International Airport.,<triplet> Peru’s health ministry <subj> 61 people <obj> Make Public Statement <triplet> Peru’s health ministry <subj> Jorge Chavez International Airport <obj> Make Public Statement
857,"Officials have warned ‘mountain of cocaine’ in Belgium, could be stolen back by heavily armed criminal gangs.",<triplet> Officials <subj> heavily armed criminal gangs <obj> Make Public Statement <triplet> Officials <subj> Belgium <obj> Make Public Statement
858,"Former Chinese president Jiang Zemin, died Wednesday at the age of 96, state news agency Xinhua said.",<triplet> state news agency Xinhua <subj> Former Chinese president Jiang Zemin <obj> Make Public Statement
859,Erdogan threatens ground operation in Syria after deadly rocket strike.,<triplet> Erdogan <subj> Syria <obj> Threaten
860,Turkish President Recep Tayyip Erdogan said Monday Turkish President Recep Tayyip Erdogan was mulling going beyond air strikes and launching a ground operation in Syria following deadly rocket strike.,<triplet> Turkish President Recep Tayyip Erdogan <subj> Turkish President Recep Tayyip Erdogan <obj> Make Public Statement <triplet> Turkish President Recep Tayyip Erdogan <subj> Syria <obj> Make Public Statement
861,People in France with unregistered firearms are being urged to hand unregistered firearms in France first ever nationwide weapons amnesty.,<triplet> France <subj> People in France <obj> Appeal
862,First Indian-origin Sikh woman elected to California Assembly.,<triplet> California Assembly <subj> Indian-origin Sikh woman <obj> Engage In Diplomatic Cooperation
863,"Jasmeet Kaur Bains, a family physician from Bakersfield, made history by becoming the first Indian-origin Sikh woman to be elected to the California Assembly.",<triplet> California Assembly <subj> Indian-origin Sikh woman <obj> Engage In Diplomatic Cooperation
864,Fernández denounces 'indecency' of Ukraine war and Ukraine war's impact on South.,<triplet> Fernández <subj> Ukraine war <obj> Disapprove <triplet> Fernández <subj> Ukraine war <obj> Disapprove
865,"From Paris, President Alberto Fernandez denounces ""indecency"" of Ukraine war and Ukraine war's impact on South.",<triplet> President Alberto Fernandez <subj> Paris <obj> Consult <triplet> President Alberto Fernandez <subj> Ukraine war <obj> Disapprove <triplet> President Alberto Fernandez <subj> Ukraine war <obj> Disapprove
866,"In major reversal, Elon Musk says Twitter will the action many banned accounts.",<triplet> Elon Musk <subj> Twitter <obj> Make Public Statement
867,"Amid Scandals and Politics, Poland’s Youths Lose Faith in Catholic Church.",<triplet> Poland’s Youths <subj> Catholic Church <obj> Disapprove
868,"Catholic Church is in a deep crisis, as Catholic Church's authority is sapped by cascading sexual abuse scandals and as more people grow wary of Catholic Church's perceived alliance with the country’s right-wing government.",<triplet> people <subj> Catholic Church's perceived alliance <obj> Disapprove <triplet> Catholic Church's perceived alliance <subj> the country’s right-wing government <obj> Engage In Diplomatic Cooperation <triplet> the country’s right-wing government <subj> Catholic Church's perceived alliance <obj> Engage In Diplomatic Cooperation
869,Explosion near bus stop injures at least 7 in Jerusalem.,<triplet> Explosion <subj> at least 7 <obj> Assault
870,"Uncertainty in Malaysia as Anwar, Muhyiddin claim Anwar, Muhyiddin have the numbers.","<triplet> Anwar, Muhyiddin <subj> Anwar, Muhyiddin <obj> Make Public Statement"
871,"A wave of support for an Islamist party in Saturday’s election delivered a hung parliament for the first time, foreshadowing continuing political instability.",<triplet> A wave of support <subj> an Islamist party <obj> Engage In Diplomatic Cooperation
872,U.S. Seeks to Rally Aid for Ukraine’s Crippled Power Grid.,<triplet> U.S. <subj> Ukraine <obj> Provide Aid
873,"As winter approaches, Secretary of State Antony J. Blinken announced an emergency aid package of $53 million to shore up Ukraine’s's energy infrastructure after an onslaught of Russian attacks.",<triplet> Russian attacks <subj> Ukraine’s's energy infrastructure <obj> Fight <triplet> Secretary of State Antony J. Blinken <subj> Ukraine’s's energy infrastructure <obj> Provide Aid
874,Ukraine war: Zelensky denounces Russian 'terror' in UN address.,<triplet> Zelensky <subj> Russian <obj> Disapprove <triplet> Zelensky <subj> UN <obj> Consult
875,The latest barrage of Russian missiles causes blackouts in much of Ukraine and neighbouring Moldova.,<triplet> Russian missiles <subj> Ukraine <obj> Fight <triplet> Russian missiles <subj> Moldova <obj> Fight
876," Jennifer Siebel Newsom, a documentary filmmaker and the wife of California governor, nearly screamed through tears from the witness stand Monday when Jennifer Siebel Newsom, wife of California governor told the court Harvey Weinstein rape Jennifer Siebel Newsom, wife of California governor in a hotel room and spoke of the devastating effect rape had on Jennifer Siebel Newsom, wife of California governor in the 17 years since.",<triplet> Jennifer Siebel Newsom <subj> the court <obj> Make Public Statement <triplet> Harvey Weinstein <subj> Jennifer Siebel Newsom <obj> Assault <triplet> Jennifer Siebel Newsom <subj> Harvey Weinstein <obj> Make Public Statement
877,"Salvadoran president vows to buy ""one #Bitcoin every day'.",<triplet> Salvadoran president <subj> Bitcoin <obj> Engage In Material Cooperation
878,"Bitcoin traded at about $16,500 per unit on Thursday, down from $45,000 in September 2021 when El Salvador adopted Bitcoin.",<triplet> El Salvador <subj> Bitcoin <obj> Engage In Material Cooperation
879,Ukraine accuses Kremlin of using same 'genocidal' tactics from Soviet-era famine.,<triplet> Ukraine <subj> Kremlin <obj> Disapprove
880,"Wars have driven world to 'precipice', Pope warns on Bahrain trip.",<triplet> Pope <subj> Wars <obj> Make Public Statement <triplet> Pope <subj> Bahrain <obj> Consult
881,"Pope on Friday appealed to religious leaders to help bring world back from ""the brink of a delicate precipice"" and oppose a new race to rearm that Pope said was redesigning Cold War-era spheres of influence.",<triplet> Pope <subj> religious leaders <obj> Appeal
882,"Biden, Xi to meet and discuss Taiwan and human rights concerns.",<triplet> Biden <subj> Xi <obj> Consult <triplet> Xi <subj> Biden <obj> Consult
883,Kerala: India's 'Florence Nightingale' who saved soldier's life mid-air.,<triplet> India's 'Florence Nightingale' <subj> soldier <obj> Provide Aid
884,Nurse P Geetha helped revive soldier's after soldier's collapsed in soldier's's seat 30 minutes into a flight.,<triplet> Nurse P Geetha <subj> soldier <obj> Provide Aid
885,Ukraine asks G20 to address the deportation of children to Russia.,<triplet> Ukraine <subj> G20 <obj> Appeal
886,"Ukraine has collated thousands of reports of Ukraine's children being the deportation of children to Russia to Russia and wants their plight addressed at the G20 summit in Indonesia next week, according to President Volodymyr Zelensky's chief of staff late Tuesday.",<triplet> Ukraine <subj> Ukraine's children <obj> Investigate <triplet> Ukraine <subj> Russia <obj> Investigate <triplet> Ukraine <subj> G20 summit <obj> Appeal
887,"As Haiti Unravels, U.S. Officials Push to Send in an Armed Foreign Force.",<triplet> U.S. Officials <subj> Armed Foreign Force <obj> Appeal
888,"Fearing a mass exodus, some Biden officials are pressing for a multinational force, but some Biden officials don’t want to send U.S. troops and haven’t been able to persuade other countries to take the lead.",<triplet> other countries <subj> some Biden officials <obj> Reject <triplet> some Biden officials <subj> multinational force <obj> Appeal
889,Chief of panel probing assassination bid on Imran Khan suspended.,<triplet> Chief of panel <subj> Imran Khan <obj> Reduce Relations
890,"The joint investigation team (JIT) probing the November 3 gun attack on Imran Khan has stopped working after panel probing assassination bid on Imran Khan's head is suspended from service, a senior police officer said on Saturday.",<triplet> The joint investigation team (JIT) <subj> Imran Khan <obj> Reduce Relations
891,"The Punjab police had registered panel probing assassination bid on Imran Khan in connection with the assassination attempt on Imran Khan but didn't mention the high-profile suspects, including Imran Khan's top man Imran Khan held responsible for assassination bid on Imran Khan.",<triplet> The Punjab police <subj> Imran Khan <obj> Investigate <triplet> Imran Khan <subj> Imran Khan's top man <obj> Disapprove
892,North Korea test-fires ballistic missile with range to strike US mainland.,<triplet> North Korea <subj> US mainland <obj> Exhibit Military Posture
893,North Korea fired ballistic missile with range to strike US mainland Friday in North Korea's second major weapons test this month that showed a potential ability to launch nuclear strikes on US mainland.,<triplet> North Korea <subj> US mainland <obj> Exhibit Military Posture
894,CSTO’s role in settlement between Baku and Yerevan is obvious — Kremlin.,<triplet> CSTO <subj> Baku <obj> Consult <triplet> CSTO <subj> Yerevan <obj> Consult
895,The UN rights chief urges Egypt to release Alaa Abdel Fattah.,<triplet> The UN rights chief <subj> Egypt <obj> Appeal <triplet> Egypt <subj> Alaa Abdel Fattah <obj> Coerce
896,"Russia urges Armenia, Azerbaijan to refrain from raising tensions — Russia spokesman.",<triplet> Russia <subj> Armenia <obj> Appeal <triplet> Russia <subj> Azerbaijan <obj> Appeal
897,The Armenian Defense Ministry earlier accused the Azerbaijani Armed Forces of shelling the Armenian army’s positions on the eastern part of the border,<triplet> The Armenian Defense Ministry <subj> Azerbaijani Armed Forces <obj> Disapprove <triplet> Azerbaijani Armed Forces <subj> Armenian army’s positions <obj> Fight
898,Russia Says Retreat From Kherson City Is Complete.,<triplet> Russia <subj> Kherson City <obj> Yield
899,Medibank: Hackers release abortion data after stealing Australian medical records.,<triplet> Hackers <subj> Australian medical records <obj> Coerce
900,Biden Says Missile That Killed 2 in Poland Was Probably Not Fired From Russia.,<triplet> Biden <subj> Poland <obj> Make Public Statement <triplet> Biden <subj> Russia <obj> Make Public Statement
901,"It was unclear from the president’s remarks whether the president’s meant Missile That Killed 2 in Poland was not likely to have been fired from inside Russia, or by Russian forces in Ukraine or elsewhere.",<triplet> Russian forces <subj> Ukraine <obj> Fight
902,‘Smells like terrorism’: Person arrested after deadly explosion rocks central Istanbul.,<triplet> Person <subj> central Istanbul <obj> Assault
903,Turkish President Tayyip Erdogan says an explosion that tore through a busy pedestrian street in Istanbul may have been a terror attack.,<triplet> Turkish President Tayyip Erdogan <subj> Istanbul <obj> Make Public Statement
904,NATO to reinforce presence from Black to Baltic Sea — US secretary of state.,<triplet> NATO <subj> Black to Baltic Sea <obj> Exhibit Military Posture
905,"""When it comes to the Black Sea region, the Black Sea region is an area of great strategic importance to us,"" Antony Blinken added",<triplet> Antony Blinken <subj> the Black Sea region <obj> Make Public Statement <triplet> Antony Blinken <subj> the Black Sea region <obj> Make Public Statement
906,China and Russia to develop cooperation regardless of global situation — top diplomat.,<triplet> China <subj> Russia <obj> Engage In Diplomatic Cooperation <triplet> Russia <subj> China <obj> Engage In Diplomatic Cooperation
907,top diplomat also welcomed Morgulov’s appointment as Russian ambassador to China and promised all-round support for Morgulov’s,<triplet> top diplomat <subj> Morgulov <obj> Engage In Diplomatic Cooperation <triplet> Morgulov <subj> China <obj> Engage In Diplomatic Cooperation <triplet> top diplomat <subj> Morgulov <obj> Engage In Diplomatic Cooperation
908,Gunman in 'assassination' attempt on former Pakistan PM Imran Khan.,<triplet> Gunman <subj> former Pakistan PM Imran Khan <obj> Assault
909,"Vucic discusses situation in Kosovo, Metohija with NATO chief.",<triplet> Vucic <subj> NATO chief <obj> Consult <triplet> NATO chief <subj> Vucic <obj> Consult
910,"Anthony Albanese’s's decision to miss the COP27 climate talks has dismayed David Pocock, as well as officials in Egypt who warned Albanese’s climate snub would harm Australia’s reputation.",<triplet> Anthony Albanese <subj> COP27 climate talks <obj> Reduce Relations <triplet> David Pocock <subj> Anthony Albanese <obj> Disapprove <triplet> officials in Egypt <subj> Anthony Albanese <obj> Disapprove <triplet> Albanese <subj> Australia <obj> Reduce Relations <triplet> officials in Egypt <subj> Albanese <obj> Make Public Statement
911,"Ukrainian troops shell Donetsk twice within an hour, firing 11 rockets - DPR mission.",<triplet> Ukrainian troops <subj> Donetsk <obj> Fight
912,"Earlier, the DPR territorial defense headquarters said that a female civilian was killed when the Voroshilovsky district was shelled",<triplet> the DPR territorial defense headquarters <subj> a female civilian <obj> Make Public Statement <triplet> the DPR territorial defense headquarters <subj> the Voroshilovsky district <obj> Make Public Statement
913,Russia has repeatedly stated that most of the grain exported from Ukraine goes to the markets of the most developed countries,<triplet> Russia <subj> Ukraine <obj> Make Public Statement <triplet> Ukraine <subj> the most developed countries <obj> Engage In Material Cooperation
914,"Turkey expects Sweden, Finland to take ‘real’ steps to fight terrorism - Erdogan’s party.",<triplet> Turkey <subj> Sweden <obj> Demand <triplet> Turkey <subj> Finland <obj> Demand
915,"Ankara has previously stated that the memorandum signed with Finland and Sweden is not final, and the Turkish parliament may not approve the memorandum signed with Finland and Sweden if Sweden, Finland don’t comply with Sweden, Finland's obligations to counter terrorist organizations",<triplet> Ankara <subj> Finland <obj> Make Public Statement <triplet> Ankara <subj> Sweden <obj> Make Public Statement <triplet> the Turkish parliament <subj> Finland <obj> Threaten <triplet> the Turkish parliament <subj> Sweden <obj> Threaten
916,"As China tensions linger, Australia’s ties with world’s fifth-largest economy are flying high.",<triplet> Australia <subj> China <obj> Reduce Relations <triplet> Australia <subj> world’s fifth-largest economy <obj> Engage In Diplomatic Cooperation
917,Elon Musk says Twitter blue tick to be revamped.,<triplet> Elon Musk <subj> Twitter blue tick <obj> Make Public Statement
918,Reports suggest Twitter blue tick could charge users almost $20 per month to be verified.,<triplet> Reports <subj> Twitter blue tick <obj> Make Public Statement
919,"Egypt ready to meet part of Europe demand for natural gas, says minister.",<triplet> Egypt <subj> Europe <obj> Engage In Material Cooperation <triplet> minister <subj> Egypt <obj> Make Public Statement <triplet> minister <subj> Europe <obj> Make Public Statement
920,minister says that Egypt is ready to meet some of the demand for natural gas in Europe.,<triplet> minister <subj> Egypt <obj> Make Public Statement <triplet> minister <subj> Europe <obj> Make Public Statement <triplet> Europe <subj> Egypt <obj> Appeal
921,"Efforts exerted over the past years have made of Egypt one of the solutions to the ongoing energy problem, minister said during the inauguration of the eighth “Egypt Oil and Gas Convention” earlier Sunday. …
The post Egypt ready to meet part of Europe demand for natural gas, says minister",<triplet> minister <subj> Egypt <obj> Make Public Statement
922,Animal lovers were aghast after Palestinian mayor offered cash to anyone who killed stray dogs.,<triplet> Animal lovers <subj> Palestinian mayor <obj> Disapprove <triplet> Palestinian mayor <subj> anyone who killed stray dogs <obj> Express Intend to Cooperate
923,Putin won't attend next week's G20 summit in Bali.,<triplet> Putin <subj> G20 summit <obj> Reduce Relations
924," Russian President Vladimir Putin will not attend the G20 summit in Indonesia next week's, an Indonesian government official said Thursday, avoiding a possible confrontation with the United States and the United States's allies over Russian President Vladimir Putin's war in Ukraine.",<triplet> Russian President Vladimir Putin <subj> the G20 summit <obj> Reduce Relations <triplet> an Indonesian government official <subj> Russian President Vladimir Putin <obj> Make Public Statement <triplet> an Indonesian government official <subj> the G20 summit <obj> Make Public Statement <triplet> Russian President Vladimir Putin <subj> Ukraine <obj> Fight
925,"Facebook parent company Meta lays off 11,000 people.","<triplet> Facebook parent company Meta <subj> 11,000 people <obj> Reduce Relations"
926," Facebook parent company Meta is laying off 11,000 people, about 13 per cent of Facebook parent company Meta's workforce, as Facebook parent company Meta contends with faltering revenue and broader tech industry woes, CEO Mark Zuckerberg said in a letter to employees on Wednesday.","<triplet> CEO Mark Zuckerberg <subj> employees <obj> Make Public Statement <triplet> CEO Mark Zuckerberg <subj> as Facebook parent company Meta <obj> Make Public Statement <triplet> Facebook parent company Meta <subj> 11,000 people <obj> Reduce Relations"
927,"NATO to discuss increasing defense spending, supporting Ukraine in Vilnius in July.",<triplet> NATO <subj> Ukraine <obj> Provide Aid <triplet> NATO <subj> Vilnius <obj> Consult
928,NATO last convened a summit in late June,<triplet> NATO <subj> a summit <obj> Consult
929,CNN  —  regime critic Sardar Azmoun has been picked in Iran's squad for the upcoming World Cup in Qatar despite public comments supporting anti-government protests.,<triplet> Iran's squad <subj> regime critic Sardar Azmoun <obj> Engage In Material Cooperation <triplet> regime critic Sardar Azmoun <subj> anti-government protests <obj> Engage In Diplomatic Cooperation
930,"US will support Ukraine “for as long as it takes,” says US Defense Secretary.",<triplet> US <subj> Ukraine <obj> Provide Aid <triplet> US Defense Secretary <subj> US <obj> Make Public Statement <triplet> US Defense Secretary <subj> Ukraine <obj> Make Public Statement
931,"US is committed to supporting Kyiv “for as long as it takes,” said US Defense Secretary on Monday.",<triplet> US <subj> Kyiv <obj> Provide Aid <triplet> US Defense Secretary <subj> US <obj> Make Public Statement <triplet> US Defense Secretary <subj> Kyiv <obj> Make Public Statement
932,"US Defense Secretary, answering a question on Ukraine from the media during a joint press conference in Jakarta with US Defense Secretary's Indonesian counterpart, said it is “hard to predict how things will evolve and on what timeline, but …
US will support Ukraine “for as long as it takes,” says US Defense Secretary appeared first on Egypt Independent.",<triplet> US Defense Secretary <subj> Jakarta <obj> Consult <triplet> US Defense Secretary's Indonesian counterpart <subj> Jakarta <obj> Consult
933,"Elon Musk's Twitter will tell employees by email on Friday about whether employees have been laid off, temporarily closing Elon Musk's Twitter's offices and preventing staff access, following a week of uncertainty about the company's future under Elon Musk's.",<triplet> Elon Musk's Twitter <subj> employees <obj> Reduce Relations
934,Merkel says Merkel lacked power to influence Putin.,<triplet> Merkel <subj> Merkel <obj> Make Public Statement <triplet> Merkel <subj> Putin <obj> Make Public Statement
935,The men are suspected of passing information to Russia's military intelligence service over 10 years.,<triplet> The men <subj> Russia's military intelligence service <obj> Engage In Material Cooperation
936,Argentine golf champion Ángel Cabrera convicted for the second time of assaulting a former partner.,<triplet> Argentine golf champion Ángel Cabrera <subj> a former partner <obj> Assault
937,Diana Toebbe: Harsher sentence for wife of spy convicted in US.,<triplet> US <subj> wife of spy <obj> Coerce
